Код_товара,Название_позиции,Поисковые_запросы,Описание,Тип_товара,Цена,Цена от,Ярлык,HTML_заголовок,HTML_описание,HTML_ключевые_слова,Валюта,Скидка,Cрок действия скидки от,Cрок действия скидки до,Единица_измерения,Минимальный_объем_заказа,Оптовая_цена,Минимальный_заказ_опт,Ссылка_изображения,Наличие,Количество,Производитель,Страна_производитель,Номер_группы,Адрес_подраздела,Возможность_поставки,Срок_поставки,Способ_упаковки,Личные_заметки,Продукт_на_сайте,Идентификатор_товара,Уникальный_идентификатор,Идентификатор_подраздела,Идентификатор_группы,Подарки,Сопутствующие,ID_группы_разновидностей,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики
9381,Каминная топка KAWMET W13 (9.5 kw),,"Преимущества камина KAWMET:
- топку можно использовать как основной источник тепла в доме.
- прочное огнеупорное стекло, толщиной 4 мм способно выдерживать температуры до 800 °С. Если дымоход смонтирован правильно и дрова хорошо высушены - стекло не будет закапчиваться.
- топка оснащена зольником, который легко вынимается. Это значительно упрощает уход за камином.
- благодаря эргономичному и стильному дизайну - топка отлично впишется в любой интерьер.",r,9434,,,,,,грн.,,,,шт,,,,"https://kaminlux.com.ua//stuff/catalog/18/2/gal_a9b9cbd1859e1b8d2d8911f02a0b5264.jpg, https://kaminlux.com.ua//stuff/catalog/18/2/gal_a9b9cbd1859e1b8d2d8911f02a0b5264.jpg, https://kaminlux.com.ua//stuff/catalog/18/2/gal_c86bf6014ea33cac98ff5e1a0bfe8738.jpg, https://kaminlux.com.ua//stuff/catalog/18/2/gal_dd367b36dc3c15a48fbccbc69544c9ee.jpg, https://kaminlux.com.ua//stuff/catalog/18/2/gal_4fa21c8c39b358ea1e54a6186c9af69d.jpg",+,,,,,,,,,,https://kaminlux.com.ua/goods.php/CHugunnye-topki/Kaminnaya-topka-KAWMET-W13-95-kw/,,9381,,'534124,,,,,,,Производитель,,Kaw-Met,Страна производитель,,Польша,Мощность номинальная,,9.5 (кВт),Коэффициент полезного действия,,64.7 (%),Виды твердого топлива,,Дрова,Материал топки,,Чугун,Способ открытия дверцы топки,,Боковое открытие,Количество стекол в дверце,,1,Система очистки стекла,,Обдув стекла потоком воздуха,Наличие шибера,,Да,Забор воздуха в топку,,Нет,Камера двойного сгорания,,Нет,Вес,,92.0 (кг),Ширина,,590.0 (мм),Высота,,615.0 (мм),Глубина,,385.0 (мм),Диаметр дымохода,,150.0 (мм),Зольник,,Да,Инструкция по эксплуатации,,Да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9382,Каминная топка KAWMET W15 (9.4 kw) EKO,,"Преимущества камина KAWMET:
- топку можно использовать как основной источник тепла в доме.
- прочное огнеупорное стекло, толщиной 4 мм способно выдерживать температуры до 800 °С. Если дымоход смонтирован правильно и дрова хорошо высушены - стекло не будет закапчиваться.
- топка оснащена зольником, который легко вынимается. Это значительно упрощает уход за камином.
- благодаря эргономичному и стильному дизайну - топка отлично впишется в любой интерьер.",r,10830,,,,,,грн.,,,,шт,,,,"https://kaminlux.com.ua//stuff/catalog/18/1453/gal_afb4328c063d764be7bd3b0aae4c3746.jpg, https://kaminlux.com.ua//stuff/catalog/18/1453/gal_afb4328c063d764be7bd3b0aae4c3746.jpg, https://kaminlux.com.ua//stuff/catalog/18/1453/gal_a91a904ae50a086958c77bda027d9344.jpg",+,,,,,,,,,,https://kaminlux.com.ua/goods.php/CHugunnye-topki/Kaminnaya-topka-KAWMET-W15-94-kw-EKO/,,9382,,'534124,,,,,,,Производитель,,Kaw-Met,Страна производитель,,Польша,Мощность номинальная,,9.4 (кВт),Коэффициент полезного действия,,78.0 (%),Виды твердого топлива,,Дрова,Материал топки,,Чугун,Способ открытия дверцы топки,,Боковое открытие,Количество стекол в дверце,,1,Система очистки стекла,,Обдув стекла потоком воздуха,Наличие шибера,,Да,Забор воздуха в топку,,Да,Камера двойного сгорания,,Да,Вес,,78.0 (кг),Ширина,,620.0 (мм),Высота,,475.0 (мм),Глубина,,410.0 (мм),Диаметр дымохода,,180.0 (мм),Зольник,,Да,Инструкция по эксплуатации,,Да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9383,Каминная топка KAWMET W15 (12 kw),,"Преимущества камина KAWMET:
- в данной модели есть возможность подключения наружного воздуха для горения.
- высокая мощьность данной модели позволяет отапливать большую площадь. Топку можно использовать как основной источник тепла в доме.
- прочное огнеупорное стекло, толщиной 4 мм способно выдерживать температуры до 800 °С. Если дымоход смонтирован правильно и дрова хорошо высушены - стекло не будет закапчиваться.
- топка оснащена зольником, который легко вынимается. Это значительно упрощает уход за камином.
- благодаря эргономичному и стильному дизайну - топка отлично впишется в любой интерьер.",r,14108,,,,,,грн.,,,,шт,,,,"https://kaminlux.com.ua//stuff/catalog/18/18/gal_f4186004167534d9b4b0e1cb881bb459.jpg, https://kaminlux.com.ua//stuff/catalog/18/18/gal_f4186004167534d9b4b0e1cb881bb459.jpg, https://kaminlux.com.ua//stuff/catalog/18/18/gal_11ef1f667c3b3555781287ac3babec1c.jpg, https://kaminlux.com.ua//stuff/catalog/18/18/gal_c9fbe7b0507bc2b6d45369f858cec371.jpg, https://kaminlux.com.ua//stuff/catalog/18/18/gal_316df835d48514104f7c87bc3a87ee70.jpg, https://kaminlux.com.ua//stuff/catalog/18/18/4496ac770ae6918ca689e2bcc52d5774.jpg",+,,,,,,,,,,https://kaminlux.com.ua/goods.php/CHugunnye-topki/Kaminnaya-topka-KAWMET-W15-12-kw/,,9383,,'534124,,,,,,,Производитель,,Kaw-Met,Страна производитель,,Польша,Мощность номинальная,,12.0 (кВт),Коэффициент полезного действия,,71.7 (%),Виды твердого топлива,,Дрова,Материал топки,,Чугун,Способ открытия дверцы топки,,Боковое открытие,Количество стекол в дверце,,1,Система очистки стекла,,Обдув стекла потоком воздуха,Наличие шибера,,Да,Забор воздуха в топку,,Да,Камера двойного сгорания,,Да,Вес,,121.0 (кг),Ширина,,740.0 (мм),Высота,,640.0 (мм),Глубина,,425.0 (мм),Диаметр дымохода,,180.0 (мм),Зольник,,Да,Инструкция по эксплуатации,,Да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9384,Каминная топка KAWMET W15 (18 kw),,"Преимущества камина KAWMET:
- в данной модели есть возможность подключения наружного воздуха для горения.
- высокая мощьность данной модели позволяет отапливать большую площадь. Топку можно использовать как основной источник тепла в доме.
- прочное огнеупорное стекло, толщиной 4 мм способно выдерживать температуры до 800 °С. Если дымоход смонтирован правильно и дрова хорошо высушены - стекло не будет закапчиваться.
- топка оснащена зольником, который легко вынимается. Это значительно упрощает уход за камином.
- благодаря эргономичному и стильному дизайну - топка отлично впишется в любой интерьер.",r,23284,,,,,,грн.,,,,шт,,,,"https://kaminlux.com.ua//stuff/catalog/18/1455/gal_ebe312012295bf7637631c7e469826b0.jpg, https://kaminlux.com.ua//stuff/catalog/18/1455/gal_ebe312012295bf7637631c7e469826b0.jpg, https://kaminlux.com.ua//stuff/catalog/18/1455/457628467_w640_h640_razmer_w15_18.png",+,,,,,,,,,,https://kaminlux.com.ua/goods.php/CHugunnye-topki/Kaminnaya-topka-KAWMET-W15-18-kw/,,9384,,'534124,,,,,,,Производитель,,Kaw-Met,Страна производитель,,Польша,Мощность номинальная,,18.0 (кВт),Коэффициент полезного действия,,71.7 (%),Виды твердого топлива,,Дрова,Материал топки,,Чугун,Способ открытия дверцы топки,,Боковое открытие,Количество стекол в дверце,,1,Система очистки стекла,,Обдув стекла потоком воздуха,Наличие шибера,,Да,Забор воздуха в топку,,Да,Камера двойного сгорания,,Да,Вес,,,Ширина,,876.0 (мм),Высота,,770.0 (мм),Глубина,,500.0 (мм),Диаметр дымохода,,200.0 (мм),Зольник,,Да,Инструкция по эксплуатации,,Да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9385,Каминная топка KRATKI AMELIA DECO с боковым стеклом,,,r,42408,,,,,,грн.,,,,шт,,,,"https://kaminlux.com.ua//stuff/catalog/18/2537/www-kominek-powietrzny-amelia-25-l-bs-deco-1.png, https://kaminlux.com.ua//stuff/catalog/18/2537/www-kominek-powietrzny-amelia-25-l-bs-deco-1.png, https://kaminlux.com.ua//stuff/catalog/18/2537/www-kominek-powietrzny-amelia-25-l-bs-deco-2.png, https://kaminlux.com.ua//stuff/catalog/18/2537/www-kominek-powietrzny-amelia-25-l-bs-deco-3.png, https://kaminlux.com.ua//stuff/catalog/18/2537/www-kominek-powietrzny-amelia-25-l-bs-deco-4-960-960-1-0.png, https://kaminlux.com.ua//stuff/catalog/18/2537/36_AMELIA_25_P_BS.png, https://kaminlux.com.ua//stuff/catalog/18/2537/rys-tech-amelia-l-bs-deco.png",+,,,,,,,,,,https://kaminlux.com.ua/goods.php/CHugunnye-topki/Kaminnaya-topka-KRATKI-AMELIA-DECO-s-bokovym-steklom/,,9385,,'534124,,,,,,,Производитель,,Kratki,Страна производитель,,Польша,Мощность номинальная,,21.0 (кВт),Коэффициент полезного действия,,75.0 (%),Виды твердого топлива,,Дрова,Материал топки,,Чугун,Тип топки,,Закрытая,Способ открытия дверцы топки,,Боковое открытие,Форма стекла топки,,Угловое,Количество стекол в дверце,,2,Система очистки стекла,,Обдув стекла потоком воздуха,Режим работы топки,,Длительное горение,Водяной контур,,Нет,Наличие шибера,,Да,Забор воздуха в топку,,Да,Подключение к дымоходу,,Верхнее,Вес,,211.0 (кг),Ширина,,823.0 (мм),Высота,,1065.0 (мм),Глубина,,524.0 (мм),Диаметр дымохода,,200.0 (мм),Зольник,,Да,Инструкция по эксплуатации,,Да,,,,,,,,,,,,,,,,,,
9386,Каминная топка KRATKI OLIWIA DECO с боковым стеклом,,,r,37848,,,,,,грн.,,,,шт,,,,"https://kaminlux.com.ua//stuff/catalog/18/2534/www-kominek-powietrzny-oliwia-18-l-bs-deco-1.png, https://kaminlux.com.ua//stuff/catalog/18/2534/www-kominek-powietrzny-oliwia-18-l-bs-deco-1.png, https://kaminlux.com.ua//stuff/catalog/18/2534/www-kominek-powietrzny-oliwia-18-l-bs-deco-2.png, https://kaminlux.com.ua//stuff/catalog/18/2534/www-kominek-powietrzny-oliwia-18-l-bs-deco-3.png, https://kaminlux.com.ua//stuff/catalog/18/2534/www-kominek-powietrzny-oliwia-18-l-bs-deco-4.png, https://kaminlux.com.ua//stuff/catalog/18/2534/37_OLIWIA_18_L_BS.png, https://kaminlux.com.ua//stuff/catalog/18/2534/rys-tech-oliwia-l-bs-deco.png",+,,,,,,,,,,https://kaminlux.com.ua/goods.php/CHugunnye-topki/Kaminnaya-topka-KRATKI-OLIWIA-DECO-s-bokovym-steklom/,,9386,,'534124,,,,,,,Производитель,,Kratki,Страна производитель,,Польша,Мощность номинальная,,18.0 (кВт),Коэффициент полезного действия,,79.0 (%),Виды твердого топлива,,Дрова,Материал топки,,Чугун,Тип топки,,Закрытая,Способ открытия дверцы топки,,Боковое открытие,Форма стекла топки,,Угловое,Количество стекол в дверце,,2,Система очистки стекла,,Обдув стекла потоком воздуха,Режим работы топки,,Длительное горение,Водяной контур,,Нет,Наличие шибера,,Да,Забор воздуха в топку,,Да,Подключение к дымоходу,,Верхнее,Вес,,199.0 (кг),Ширина,,823.0 (мм),Высота,,973.0 (мм),Глубина,,524.0 (мм),Диаметр дымохода,,200.0 (мм),Зольник,,Да,Инструкция по эксплуатации,,Да,,,,,,,,,,,,,,,,,,
9387,Каминная топка KRATKI ZUZIA ECO DECO с боковым стеклом,,,r,36566,,,,,,грн.,,,,шт,,,,"https://kaminlux.com.ua//stuff/catalog/18/3929/www-kominek-powietrzny-zuzia-eco-12-l-bs-deco-1-960-960-1-0-0.png, https://kaminlux.com.ua//stuff/catalog/18/3929/www-kominek-powietrzny-zuzia-eco-12-l-bs-deco-1-960-960-1-0-0.png, https://kaminlux.com.ua//stuff/catalog/18/3929/www-kominek-powietrzny-zuzia-eco-12-l-bs-deco-2-960-960-1-0-0.png, https://kaminlux.com.ua//stuff/catalog/18/3929/www-kominek-powietrzny-zuzia-eco-12-l-bs-deco-3-960-960-1-0-0.png, https://kaminlux.com.ua//stuff/catalog/18/3929/rys-tech-zuzia-eco-12-l-bs-deco.png",+,,,,,,,,,,https://kaminlux.com.ua/goods.php/CHugunnye-topki/Kaminnaya-topka-KRATKI-ZUZIA-ECO-DECO-s-bokovym-steklom/,,9387,,'534124,,,,,,,Производитель,,Kratki,Страна производитель,,Польша,Мощность номинальная,,12.0 (кВт),Коэффициент полезного действия,,81.0 (%),Виды твердого топлива,,Дрова,Материал топки,,Чугун,Тип топки,,Закрытая,Способ открытия дверцы топки,,Боковое открытие,Форма стекла топки,,Угловое,Количество стекол в дверце,,2,Система очистки стекла,,Обдув стекла потоком воздуха,Режим работы топки,,Длительное горение,Водяной контур,,Нет,Наличие шибера,,Да,Забор воздуха в топку,,Да,Подключение к дымоходу,,Верхнее,Вес,,207.0 (кг),Ширина,,737.0 (мм),Высота,,996.0 (мм),Глубина,,549.0 (мм),Диаметр дымохода,,200.0 (мм),Зольник,,Да,Инструкция по эксплуатации,,Да,,,,,,,,,,,,,,,,,,
9388,Каминная топка KRATKI ZUZIA DECO с боковым стеклом,,,r,33260,,,,,,грн.,,,,шт,,,,"https://kaminlux.com.ua//stuff/catalog/18/2533/www-kominek-powietrzny-zuzia-16-l-bs-deco-1.png, https://kaminlux.com.ua//stuff/catalog/18/2533/www-kominek-powietrzny-zuzia-16-l-bs-deco-1.png, https://kaminlux.com.ua//stuff/catalog/18/2533/www-kominek-powietrzny-zuzia-16-l-bs-deco-2.png, https://kaminlux.com.ua//stuff/catalog/18/2533/www-kominek-powietrzny-zuzia-16-l-bs-deco-3.png, https://kaminlux.com.ua//stuff/catalog/18/2533/www-kominek-powietrzny-zuzia-16-l-bs-deco-4-960-960-1-0.png, https://kaminlux.com.ua//stuff/catalog/18/2533/44_ZUZIA_16_P_BS.png, https://kaminlux.com.ua//stuff/catalog/18/2533/rys-tech-zuzia-l-bs-deco.png",+,,,,,,,,,,https://kaminlux.com.ua/goods.php/CHugunnye-topki/Kaminnaya-topka-KRATKI-ZUZIA-DECO-s-bokovym-steklom/,,9388,,'534124,,,,,,,Производитель,,Kratki,Страна производитель,,Польша,Мощность номинальная,,16.0 (кВт),Коэффициент полезного действия,,76.0 (%),Виды твердого топлива,,Дрова,Материал топки,,Чугун,Тип топки,,Закрытая,Способ открытия дверцы топки,,Боковое открытие,Форма стекла топки,,Угловое,Количество стекол в дверце,,2,Система очистки стекла,,Обдув стекла потоком воздуха,Режим работы топки,,Длительное горение,Водяной контур,,Нет,Наличие шибера,,Да,Забор воздуха в топку,,Да,Подключение к дымоходу,,Верхнее,Вес,,182.0 (кг),Ширина,,737.0 (мм),Высота,,973.0 (мм),Глубина,,524.0 (мм),Диаметр дымохода,,200.0 (мм),Зольник,,Да,Инструкция по эксплуатации,,Да,,,,,,,,,,,,,,,,,,
9389,Каминная топка KRATKI MAJA DECO с боковым стеклом,,,r,28728,,,,,,грн.,,,,шт,,,,"https://kaminlux.com.ua//stuff/catalog/18/2530/www-kominek-powietrzny-maja-12-l-bs-deco-1.png, https://kaminlux.com.ua//stuff/catalog/18/2530/www-kominek-powietrzny-maja-12-l-bs-deco-1.png, https://kaminlux.com.ua//stuff/catalog/18/2530/www-kominek-powietrzny-maja-12-l-bs-deco-2.png, https://kaminlux.com.ua//stuff/catalog/18/2530/www-kominek-powietrzny-maja-12-l-bs-deco-3.png, https://kaminlux.com.ua//stuff/catalog/18/2530/www-kominek-powietrzny-maja-12-l-bs-deco-4-960-960-1-0.png, https://kaminlux.com.ua//stuff/catalog/18/2530/1009_MAJA_PW_12_L_BS.jpg, https://kaminlux.com.ua//stuff/catalog/18/2530/rys-tech-maja-l-bs-deco.png",+,,,,,,,,,,https://kaminlux.com.ua/goods.php/CHugunnye-topki/Kaminnaya-topka-KRATKI-MAJA-DECO-s-bokovym-steklom/,,9389,,'534124,,,,,,,Производитель,,Kratki,Страна производитель,,Польша,Мощность номинальная,,8.0 (кВт),Коэффициент полезного действия,,80.0 (%),Виды твердого топлива,,Дрова,Материал топки,,Чугун,Тип топки,,Закрытая,Способ открытия дверцы топки,,Боковое открытие,Форма стекла топки,,Угловое,Количество стекол в дверце,,2,Система очистки стекла,,Обдув стекла потоком воздуха,Режим работы топки,,Длительное горение,Водяной контур,,Нет,Наличие шибера,,Да,Забор воздуха в топку,,Да,Подключение к дымоходу,,Верхнее,Вес,,139.0 (кг),Ширина,,683.0 (мм),Высота,,827 (мм),Глубина,,441.0 (мм),Диаметр дымохода,,200.0 (мм),Зольник,,Да,Инструкция по эксплуатации,,Да,,,,,,,,,,,,,,,,,,
9390,Каминная топка KRATKI AMELIA с боковым стеклом,,,r,41182,,,,,,грн.,,,,шт,,,,"https://kaminlux.com.ua//stuff/catalog/18/182/www-kominek-powietrzny-amelia-25-l-bs-1.png, https://kaminlux.com.ua//stuff/catalog/18/182/www-kominek-powietrzny-amelia-25-l-bs-1.png, https://kaminlux.com.ua//stuff/catalog/18/182/www-kominek-powietrzny-amelia-25-p-bs-1-960-960-1-0-0.png, https://kaminlux.com.ua//stuff/catalog/18/182/36_AMELIA_25_P_BS.png, https://kaminlux.com.ua//stuff/catalog/18/182/rys-tech-amelia-l-bs.png",+,,,,,,,,,,https://kaminlux.com.ua/goods.php/CHugunnye-topki/Kaminnaya-topka-KRATKI-AMELIA-s-bokovym-steklom/,,9390,,'534124,,,,,,,Производитель,,Kratki,Страна производитель,,Польша,Мощность номинальная,,21.0 (кВт),Коэффициент полезного действия,,75.0 (%),Виды твердого топлива,,Дрова,Материал топки,,Чугун,Тип топки,,Закрытая,Способ открытия дверцы топки,,Боковое открытие,Форма стекла топки,,Угловое,Количество стекол в дверце,,2,Система очистки стекла,,Обдув стекла потоком воздуха,Режим работы топки,,Длительное горение,Водяной контур,,Нет,Наличие шибера,,Да,Забор воздуха в топку,,Да,Подключение к дымоходу,,Верхнее,Вес,,211.0 (кг),Ширина,,815.0 (мм),Высота,,1066.0 (мм),Глубина,,516.0 (мм),Диаметр дымохода,,200.0 (мм),Зольник,,Да,Инструкция по эксплуатации,,Да,,,,,,,,,,,,,,,,,,
9391,Каминная топка KRATKI OLIWIA с боковым стеклом,,,r,36566,,,,,,грн.,,,,шт,,,,"https://kaminlux.com.ua//stuff/catalog/18/174/www-kominek-powietrzny-oliwia-18-l-bs-1.png, https://kaminlux.com.ua//stuff/catalog/18/174/www-kominek-powietrzny-oliwia-18-l-bs-1.png, https://kaminlux.com.ua//stuff/catalog/18/174/www-kominek-powietrzny-oliwia-18-p-bs-1-960-960-1-0-0.png, https://kaminlux.com.ua//stuff/catalog/18/174/37_OLIWIA_18_L_BS.png, https://kaminlux.com.ua//stuff/catalog/18/174/rys-tech-oliwia-l-bs.png",+,,,,,,,,,,https://kaminlux.com.ua/goods.php/CHugunnye-topki/Kaminnaya-topka-KRATKI-OLIWIA-s-bokovym-steklom/,,9391,,'534124,,,,,,,Производитель,,Kratki,Страна производитель,,Польша,Мощность номинальная,,18.0 (кВт),Коэффициент полезного действия,,79.0 (%),Виды твердого топлива,,Дрова,Материал топки,,Чугун,Тип топки,,Закрытая,Способ открытия дверцы топки,,Боковое открытие,Форма стекла топки,,Угловое,Количество стекол в дверце,,2,Система очистки стекла,,Обдув стекла потоком воздуха,Режим работы топки,,Длительное горение,Водяной контур,,Нет,Наличие шибера,,Да,Забор воздуха в топку,,Да,Подключение к дымоходу,,Верхнее,Вес,,201.0 (кг),Ширина,,815.0 (мм),Высота,,973.0 (мм),Глубина,,516.0 (мм),Диаметр дымохода,,200.0 (мм),Зольник,,Да,Инструкция по эксплуатации,,Да,,,,,,,,,,,,,,,,,,
9392,Каминная топка KRATKI ZUZIA с боковым стеклом,,,r,32034,,,,,,грн.,,,,шт,,,,"https://kaminlux.com.ua//stuff/catalog/18/16/www-kominek-powietrzny-zuzia-16-l-bs-1.png, https://kaminlux.com.ua//stuff/catalog/18/16/www-kominek-powietrzny-zuzia-16-l-bs-1.png, https://kaminlux.com.ua//stuff/catalog/18/16/www-kominek-powietrzny-zuzia-16-p-bs-1-960-960-1-0-0.png, https://kaminlux.com.ua//stuff/catalog/18/16/44_ZUZIA_16_P_BS.png, https://kaminlux.com.ua//stuff/catalog/18/16/rys-tech-zuzia-l-bs.png",+,,,,,,,,,,https://kaminlux.com.ua/goods.php/CHugunnye-topki/Kaminnaya-topka-KRATKI-ZUZIA-s-bokovym-steklom/,,9392,,'534124,,,,,,,Производитель,,Kratki,Страна производитель,,Польша,Мощность номинальная,,16.0 (кВт),Коэффициент полезного действия,,76.0 (%),Виды твердого топлива,,Дрова,Материал топки,,Чугун,Тип топки,,Закрытая,Способ открытия дверцы топки,,Боковое открытие,Форма стекла топки,,Угловое,Количество стекол в дверце,,2,Система очистки стекла,,Обдув стекла потоком воздуха,Режим работы топки,,Длительное горение,Водяной контур,,Нет,Наличие шибера,,Да,Забор воздуха в топку,,Да,Подключение к дымоходу,,Верхнее,Вес,,183.0 (кг),Ширина,,729.0 (мм),Высота,,973.0 (мм),Глубина,,516.0 (мм),Диаметр дымохода,,200.0 (мм),Зольник,,Да,Инструкция по эксплуатации,,Да,,,,,,,,,,,,,,,,,,
9393,Каминная топка KRATKI MAJA с боковым стеклом,,,r,27446,,,,,,грн.,,,,шт,,,,"https://kaminlux.com.ua//stuff/catalog/18/379/www-kominek-powietrzny-maja-12-l-bs-1.png, https://kaminlux.com.ua//stuff/catalog/18/379/www-kominek-powietrzny-maja-12-l-bs-1.png, https://kaminlux.com.ua//stuff/catalog/18/379/www-kominek-powietrzny-maja-12-p-bs-1-960-960-1-0-0.png, https://kaminlux.com.ua//stuff/catalog/18/379/1009_MAJA_PW_12_L_BS.jpg, https://kaminlux.com.ua//stuff/catalog/18/379/rys-tech-maja-l-bs.png",+,,,,,,,,,,https://kaminlux.com.ua/goods.php/CHugunnye-topki/Kaminnaya-topka-KRATKI-MAJA-s-bokovym-steklom/,,9393,,'534124,,,,,,,Производитель,,Kratki,Страна производитель,,Польша,Мощность номинальная,,8.0 (кВт),Коэффициент полезного действия,,80.0 (%),Виды твердого топлива,,Дрова,Материал топки,,Чугун,Тип топки,,Закрытая,Способ открытия дверцы топки,,Боковое открытие,Форма стекла топки,,Угловое,Количество стекол в дверце,,2,Система очистки стекла,,Обдув стекла потоком воздуха,Режим работы топки,,Длительное горение,Водяной контур,,Нет,Наличие шибера,,Да,Забор воздуха в топку,,Да,Подключение к дымоходу,,Верхнее,Вес,,138.0 (кг),Ширина,,675.0 (мм),Высота,,827 (мм),Глубина,,433.0 (мм),Диаметр дымохода,,200.0 (мм),Зольник,,Да,Инструкция по эксплуатации,,Да,,,,,,,,,,,,,,,,,,
9394,Каминная топка KRATKI AMELIA с боковым стеклом (с рамой),,,r,28728,,,,,,грн.,,,,шт,,,,"https://kaminlux.com.ua//stuff/catalog/18/109/www-kominek-powietrzny-amelia-25-l-1.png, https://kaminlux.com.ua//stuff/catalog/18/109/www-kominek-powietrzny-amelia-25-l-1.png, https://kaminlux.com.ua//stuff/catalog/18/109/www-kominek-powietrzny-amelia-25-p-1-960-960-1-0-0.png, https://kaminlux.com.ua//stuff/catalog/18/109/1012_AMELIA_PW_24_L.jpg, https://kaminlux.com.ua//stuff/catalog/18/109/amelia-25-kw-okno-lewe-wymiary.jpg",+,,,,,,,,,,https://kaminlux.com.ua/goods.php/CHugunnye-topki/Kaminnaya-topka-KRATKI-AMELIA-s-bokovym-steklom-s-ramoj/,,9394,,'534124,,,,,,,Производитель,,Kratki,Страна производитель,,Польша,Мощность номинальная,,21.0 (кВт),Коэффициент полезного действия,,75.0 (%),Вид топлива,,Твердое,Материал топки,,Чугун,Тип топки,,Закрытая,Способ открытия дверцы топки,,Боковое открытие,Форма стекла топки,,Угловое,Количество стекол в дверце,,2,Система очистки стекла,,Обдув стекла потоком воздуха,Режим работы топки,,Длительное горение,Водяной контур,,Нет,Наличие шибера,,Да,Забор воздуха в топку,,Да,Подключение к дымоходу,,Верхнее,Вес,,202.0 (кг),Ширина,,760.0 (мм),Высота,,902.0 (мм),Глубина,,525.0 (мм),Диаметр дымохода,,200.0 (мм),Зольник,,Да,Инструкция по эксплуатации,,Да,,,,,,,,,,,,,,,,,,
9395,Каминная топка KRATKI OLIWIA с боковым стеклом (с рамой),,,r,27446,,,,,,грн.,,,,шт,,,,"https://kaminlux.com.ua//stuff/catalog/18/102/www-kominek-powietrzny-oliwia-18-l-1.png, https://kaminlux.com.ua//stuff/catalog/18/102/www-kominek-powietrzny-oliwia-18-l-1.png, https://kaminlux.com.ua//stuff/catalog/18/102/www-kominek-powietrzny-oliwia-18-p-1-960-960-1-0-0.png, https://kaminlux.com.ua//stuff/catalog/18/102/7_OLIWIA_18_L.png, https://kaminlux.com.ua//stuff/catalog/18/102/n-oliwia-zeliwo-18-kw-lewa-wymiary.jpg",+,,,,,,,,,,https://kaminlux.com.ua/goods.php/CHugunnye-topki/Kaminnaya-topka-KRATKI-OLIWIA-s-bokovym-steklom-s-ramoj/,,9395,,'534124,,,,,,,Производитель,,Kratki,Страна производитель,,Польша,Мощность номинальная,,18.0 (кВт),Коэффициент полезного действия,,79.0 (%),Вид топлива,,Твердое,Материал топки,,Чугун,Тип топки,,Закрытая,Способ открытия дверцы топки,,Боковое открытие,Форма стекла топки,,Угловое,Количество стекол в дверце,,2,Система очистки стекла,,Обдув стекла потоком воздуха,Режим работы топки,,Длительное горение,Водяной контур,,Нет,Наличие шибера,,Да,Забор воздуха в топку,,Да,Подключение к дымоходу,,Верхнее,Вес,,180.0 (кг),Ширина,,750.0 (мм),Высота,,810.0 (мм),Глубина,,487.0 (мм),Диаметр дымохода,,200.0 (мм),Зольник,,Да,Инструкция по эксплуатации,,Да,,,,,,,,,,,,,,,,,,
