,Многоцелевой измельчитель SilverCrest SMZ 260 I2,,"Характеристики:Мощность: 260wЁмкость чаши: 500 mlКорпус: Пластик ABSИнструкция: НемецкийВ комплекте: Двойной Нож и насадка для взбивания.Крышка на чашу.Шнур: 1.3 метраСостояние: Новое
Производство: Германия

",r,500,,грн.,шт,,,,,"https://korvet-m.com.ua/image/cache/catalog/Tovar/iz-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/iz7-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/iz6-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/iz4-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/iz3-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/iz2-500x500.jpg",+,,,,,,,,,,,,,,,,,,https://korvet-m.com.ua/index.php?route=product/product&path=61_83_81&product_id=205&limit=100 ,,,,,,9019,
,Пароварка SilverCrest SDG 950 C3,,"Описание:Для нежной и здоровой подготовки пищиКулинария без дополнительного масла или жира - ценные минералы и витамины в значительной степени сохраняются3 BPA-free контейнера (каждый около 3 литров) для одновременной подготовки овощей, рыбы или мяса75-минутный таймерЗвуковой сигнал в конце приготовления1,2-литровый резервуар для воды с индикатором уровня воды до 1 часа непрерывной работыЗаправьте воду во время процесса приготовленияАвтоматическое отключение при истощении водыСкладываемые эссе для экономии местаВключая рисовую миску (около 1 литра) и поддон для сбора конденсатаТехнические характеристики:Потребляемая мощность: около 950 ВтНапряжение: примерно 220-240 вольт ~ 50 ГцМатериал:Корпус: полипропилен, EDS 430Паровые вставки, крышка: полипропиленЦистерна для воды, миска для риса: полипропилен Противоскользящие ножки: силиконРазмеры:приблизительно ш 28,7 x в 39,1 x д 23,5 смКабель питания: около 110 смВес:около 1,9 кг",r,900,,грн.,шт,,,,,"https://korvet-m.com.ua/image/cache/catalog/Tovar/pv7-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/pv90-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/pv9-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/pv8-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/pv7-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/pv6-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/pv5-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/pv4-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/pv3-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/pv2-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/pv1-500x500.jpg",+,,,,,,,,,,,,,,,,,,https://korvet-m.com.ua/index.php?route=product/product&path=61_83_81&product_id=264&limit=100 ,,,,,,9019,
,Ручной миксер SilverCrest SHM 300 C1,,"Характеристики:
Энергопотребление: 300 Вт
Тип управления: электронно-механическое
Страна производитель: Германия
Количество скоростей: 6
Состояние: Новый
",r,500,,грн.,шт,,,,,"https://korvet-m.com.ua/image/cache/catalog/Tovar/rm3-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/rm8-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/rm7-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/rm6-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/rm5-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/rm4-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/rm2-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/rm1-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/rm-500x500.jpg",+,,,,,,,,,,,,,,,,,,https://korvet-m.com.ua/index.php?route=product/product&path=61_83_81&product_id=207&limit=100 ,,,,,,9019,
,Универсальная 4-х секционная лестница Powerfix Profi,,"                                         Информация о продукте  описание     3 в 1  Состоит из 4 ступеней с 3 профилированными перемычками  6 петель безопасности для безопасной работы  2 влагозащитные но не скользящие рабочие платформы (общие размеры: примерно 0,3 х 1,44 м)  Оптимальная стабильность за счет дополнительных нижних шпал  Используется как:  Строительный помост  Приставная лестница  Стремянка   Строительный помост:  Высота: 90 см  Ширина: 30 см  Длинна: 144 см  Материал помоста: Оцинкованная сталь  Толщина помоста: 1 мм   Приставная лестница:  Высота: 3.46 м  Ширина: 34.5 см  Высота ступенек: 26 см   Стремянка:  Высота: 1.69 м  Ширина: 34.5 см   Замки безопасности  Антискользящие упоры: 75 см  Материал: Алюминий; Оцинкованная Сталь.  Нагрузка: 150 кг  Удобно слаживается для транспортировки.  Вес: около 10 кг  Хранения, экономит пространство  Максимальный вес  до 150 кг  материал     алюминий  сталь оцинкованная                                                                            ",r,2100,,грн.,шт,,,,,"https://korvet-m.com.ua/image/cache/catalog/products/149/img0-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/149/img7-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/149/img6-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/149/img5-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/149/img4-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/149/img3-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/149/img2-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/149/img1-500x500.jpg",+,,,,,,,,,,,,,,,,,,https://korvet-m.com.ua/index.php?route=product/product&path=61_67&product_id=149&limit=100 ,,,,,,9020,
,Пароочиститель SilverCrest SDR 1100 B2,,"Тщательная очистка мощной паровой струейЧистит, дезинфицирует и обезжиривает - без химикатов и чистящих средствДля светильников, раковин, зеркал, плитокДля освежения обивки и текстиляОчищает даже труднодоступные места и тщательно растворяет частицы грязиДля всех паросовместимых поверхностей, таких как стекло, керамика, камень, металл и эмальНизкое время разогрева (около 3 минут)С сигнальными лампами, замком безопасности, замком от детей и защитой от перегреваУдаляет 99,99% распространенных бытовых бактерий
Включает набор аксессуаров из 8 предметов: 
насадка-удлинитель, 
насадка для угла, 
насадка для из хлопка , 
устройство для мытья стекол, 
круглая щетка, 
удлинительный шланг, 
мерный стакан и лейка.
Технические характеристики:Выход пара: около 2,8;3,5 бар / безопасное давление: около 5;6,5 барМощность: около 950-1100 ВтЕмкость для воды: около 350 млШнур питания: прибл. 400 смВес: устройство без аксессуаров: 1,33 кг
Состояние: новое.
",r,800,,грн.,шт,,,,,"https://korvet-m.com.ua/image/cache/catalog/Tovar/po-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/po90-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/po1-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/po9-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/po3-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/po4-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/po5-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/po6-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/po7-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/po8-500x500.jpg",+,,,,,,,,,,,,,,,,,,https://korvet-m.com.ua/index.php?route=product/product&path=61_67&product_id=295&limit=100 ,,,,,,9020,
,Раскладная садовая пилка Florabest,,Пила садовая Florabest - незаменимый помощник при работах в саду/ огороде. Эргономичная ручка с антискользящим покрытием и специальной формой убережет Вашу ладонь от травм.Тип: СкладнаяПолотно: 215 ммРучка: Пластик ABSФиксация ручки,r,350,,грн.,шт,,,,,"https://korvet-m.com.ua/image/cache/catalog/Tovar/rp4-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/rp9-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/rp8-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/rp7-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/rp6-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/rp5-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/rp3-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/rp2-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/rp1-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/rp-500x500.jpg",+,,,,,,,,,,,,,,,,,,https://korvet-m.com.ua/index.php?route=product/product&path=61_67&product_id=289&limit=100 ,,,,,,9020,
,Набор пневматических инструментов Parkside PDSS 13 D 4,,"Комплект принадлежностей для сжатого воздуха PARKSIDE PDSS 13 D4Свойства:  -Универсально применимо для велосипедов, матрасов, мячей и многого другого.  Выдувной пистолет с 2 насадками  -Сжатый воздух - выдувной пистолет для очистки и выдувания предметов и труднодоступных мест  -Надувной пистолет с вентиляционными клапанами и манометром  -Шланг с заглушкой клапана и различными адаптерами  - Максимальное рабочее давление: 8 бар  -Подходит для стандартных компрессоров  -Установка: 1 пистолет и 2 форсунки, 1 пистолет со шлангом, 4 переходника плюс адаптерМатериал:  Пистолет-распылитель, накачка шин: алюминий  Комплект из 3 штук: HDPE  -Адаптер форсунки к 3-х компонентам: ABS  -Клапанный адаптер: металл и ПВХ
",r,350,,грн.,шт,,,,,"https://korvet-m.com.ua/image/cache/catalog/Tovar/q1-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/q2-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/q3-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/q4-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/q5-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/q6-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/q7-500x500.jpg",+,,,,,,,,,,,,,,,,,,https://korvet-m.com.ua/index.php?route=product/product&path=61_60_66&product_id=65&limit=100 ,,,,,,9021,
,Пескоструй пневматический PARKSIDE PDSP 1000 B2,,"Идеально подходит для удаления краски ржавчины и грязи.Регулируемый поток струйных материалов.Подходит для всех обычных абразивов с размером зерна 0,2-0,8 мм.Включает вложения для эффективной обработки больших, небольших областей и краев.
Технические характеристики:Расход воздуха: не более 320 л/минРеактивный бак: около 0,9 лРасход: приблизительно 200-220 г/минРабочее давление: не более 6,3 барРекомендуемый компрессор: от объема резервуара 50 литровКорпус: пластик и металлМешок: тканьПринадлежности: ПВХ
Размеры:Пескоструйный пистолет: около 25,4 x H 28,8 x D 10,8 смВес:Пескоструйный пистолет: около 432 гНасадки 4 штуки: приблизительно 171 г2 контейнеров для струйной обработки: около 2,086 кгЗажим: около 20 гСумка для сбора: около 20 г
",r,850,,грн.,шт,,,,,"https://korvet-m.com.ua/image/cache/catalog/Tovar/ps1-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/ps9-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/ps8-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/ps7-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/ps6-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/ps5-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/ps4-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/ps3-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/ps2-500x500.jpg",+,,,,,,,,,,,,,,,,,,https://korvet-m.com.ua/index.php?route=product/product&path=61_60_66&product_id=197&limit=100 ,,,,,,9021,
,Пневматический гайковерт с храповым механизмом Parkside PDRS 6.3 A1,,"Компактная конструкция с прочным алюминиевым корпусом.В том числе кейс для переноски и инструкция по эксплуатации.Включенные аксессуары:7 торцевых ключей (около 10/11/13/14/15/17/19 мм)1 удлинитель приблизительно 75 мм3 бита (PH2 / PH3 / SL5,5)1 бит держатель1 универсальный шарнир1 флакон около 20 мл специального масла для сжатого воздуха1 ниппель с уплотнениемТехнические характеристики:Рабочее давление: около 6,3 барРекомендуемый компрессор: от объема резервуара 50 литров",r,1150,,грн.,шт,,,,,"https://korvet-m.com.ua/image/cache/catalog/Tovar/pg2-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/pg9-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/pg8-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/pg7-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/pg6-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/pg5-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/pg4-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/pg3-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/pg1-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/pg-500x500.jpg",+,,,,,,,,,,,,,,,,,,https://korvet-m.com.ua/index.php?route=product/product&path=61_60_66&product_id=222&limit=100 ,,,,,,9021,
,Пневмомашинка для штамповки и обжима Parkside PDLA 6.3 A1,,"PDLA 6.3 A1
Характеристики:
 Комбинированный инструмент для штамповки и обжима материалов толщиной до 1,5 мм (листовой металл).
Компактный алюминиевый корпус с прочной прорезиненной рукояткой.
Макс. рабочее давление: 6,3 бар.
 Диаметр отверстия: 5 мм.
 Глубина прорези: 12 мм.
 Макс. толщина материала: 1,5 мм (листовой металл).
 В комплект поставки входят: 1 емкость для масла, 1 пробка-ниппель с уплотнительным кольцом (предварительно смонтировано).
",r,1100,,грн.,шт,,,,,"https://korvet-m.com.ua/image/cache/catalog/Tovar/ob1-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/ob-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/ob1-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/ob2-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/ob3-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/ob4-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/ob5-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/ob6-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/ob7-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/ob8-500x500.jpg",+,,,,,,,,,,,,,,,,,,https://korvet-m.com.ua/index.php?route=product/product&path=61_60_66&product_id=249&limit=100 ,,,,,,9021,
,Пневмопылесос Parkide PDSB 10,,"Пылесос PDSB 10 A1 исправный, новый - полная комплектация.Простая и быстрая смена функций с помощью поворотного клапана, выдвижной карман на молнии, телескопический шланг переменной длины (прибл. 20 - 80 см).
Размеры: около 17 х 15 х 4 смАксессуары: 3x насадка, телескопический шланг, удлинительная трубка, угол, захватная сумка, вставной фитинг 1/4 "".
",r,800,,грн.,шт,,,,,"https://korvet-m.com.ua/image/cache/catalog/Tovar/pp-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/pp2-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/pp1-500x500.jpg",+,,,,,,,,,,,,,,,,,,https://korvet-m.com.ua/index.php?route=product/product&path=61_60_66&product_id=192&limit=100 ,,,,,,9021,
,"Шланг для компрессора, 10 м, Parkside PDS 10 A1",,"Шланг для компрессора, 10 м ParksideПринадлежность: ДомСостав: металл/резинаЦвет: СинийСтрана производства: ГерманияОписание: шланг для компрессора. 10 м, 6,3 мм.
",r,400,,грн.,шт,,,,,"https://korvet-m.com.ua/image/cache/catalog/Tovar/q-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/w-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/e-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/r-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/t-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/y-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/u-500x500.jpg",+,,,,,,,,,,,,,,,,,,https://korvet-m.com.ua/index.php?route=product/product&path=61_60_66&product_id=64&limit=100 ,,,,,,9021,
,Влагомер PowerFix,,"Измеритель влажности зданий и древесины:Для простого измерения температуры и влажности в древесине, стенах и строительных материалахОчень маленький и удобныйОтображение степени влажности в % через ЖК-дисплейДиапазон измерения: 0% - 44%2 датчика с защитным колпачкомРазмеры экрана: L 23,5 x W 18 мм (без подсветки)Индикатор температуры и уровня заряда батареиCaps Lock - удерживать измеренное значениеIP206 разных режимов: Материал 1: бук, ель, лиственница, береза, вишня, орех, дуб, сосна, клен, ясень, пихта Дугласа, диапазон измерения: 6-44%Материал 2: цементная линия, бетон, диапазон измерения: 1,4-7,4%Материал 3: ангидрит, гипс, диапазон измерений: 0,0-4,1%Материал 4: строительный раствор, диапазон измерения: 0,8-5,1%Материал 5: известковый раствор, диапазон измерения: 0,4-3,7%Материал 6: кирпичи, диапазон измерения: 0,0-8,5%Материал:Акрилонитрил / бутадиен / стирол (ABS)Размер:Влагомер: Д 82 х Ш 40 х Д 22 мм, дисплей: Д 23,5 х Ш 18 ммВес:Влагомер: 37 г",r,500,,грн.,шт,,,,,"https://korvet-m.com.ua/image/cache/catalog/Tovar/vl3-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/vl8-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/vl7-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/vl6-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/vl5-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/vl4-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/vl2-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/vl1-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/vl-500x500.jpg",+,,,,,,,,,,,,,,,,,,https://korvet-m.com.ua/index.php?route=product/product&path=61_60_64&product_id=260&limit=100 ,,,,,,9022,
,Гелевые наколенники PowerFix,,"Состояние: новые.Описание1 пара высококачественных гелевых наколенников Powerfix®Оптимальная защита и удобный способ работы на полахЗащита в соответствии с DIN EN 14404 Встроенная гелевая подушка для того, чтобы у вас всегда была идеальная посадкаПрактичный Befestigiu Ngsrieme с застежкой на липучке Идеально подходит для укладки плитки и пола, а также для садоводстваВозможное использование в строительстве,  для укладки плитки, паркет и садоводство, для напольной росписи и ручная работа, стоя на коленях.Единица: 1 пара (2 шт.)Тип 1), класс производительности 1
",r,350,,грн.,шт,,,,,"https://korvet-m.com.ua/image/cache/catalog/gn-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/gn5-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/gn6-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/gn7-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/gn1-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/gn2-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/gn3-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/gn4-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/gn8-500x500.jpg",+,,,,,,,,,,,,,,,,,,https://korvet-m.com.ua/index.php?route=product/product&path=61_60_64&product_id=259&limit=100 ,,,,,,9022,
,Металлоискатель Treker GC-1039,,Глубина обнаружения монеты: 20 смВес детектора: 0.95 кгТип схемы металлодетектора: VLFЦелеуказание: Есть,r,1200,,грн.,шт,,,,,"https://korvet-m.com.ua/image/cache/catalog/Tovar/mi4-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/mi9-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/mi8-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/mi7-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/mi6-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/mi5-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/mi4-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/mi3-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/mi2-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/mi1-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/mi-500x500.jpg",+,,,,,,,,,,,,,,,,,,https://korvet-m.com.ua/index.php?route=product/product&path=61_60_64&product_id=293&limit=100 ,,,,,,9022,
,Набор крючков 6 предметов PowerFix Profi,,"Особенности:
 Набор из 6 предметов в 4 размерах: 1x S 1x M 2x L 2x XL. 
Усилие сцепления: около 5 кг каждое.
 Компактное хранение лестниц, инструментов, спортивного инвентаря, автомобильных аксессуаров и многих других вещей. 
Покрытая сталь. 
Включая крепежные детали (14 винтов (4,0 x 40 мм) ) и 14 дюбелей (6,0 x 30 мм), включая 14 пластиковых колец) и инструкции. 
Материальные крючки: сталь, с порошковым покрытием.
 Торцевые крышки: полиэтилен (PE).
 Винты: сталь.
Габариты S: прибл. W 11 x H 14,5 см. M: прибл. B 15 х В 22 см. Л: каждый прибл. Ш 19,5 х В 21 см. ХЛ: каждый прибл. Ш 24,5 х В 30 см.
Вес прибл. 870 г
",r,550,,грн.,шт,,,,,"https://korvet-m.com.ua/image/cache/catalog/Tovar/nkr-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/nkr5-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/nkr4-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/nkr3-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/nkr2-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/Tovar/nkr1-500x500.jpg",+,,,,,,,,,,,,,,,,,,https://korvet-m.com.ua/index.php?route=product/product&path=61_60_64&product_id=201&limit=100 ,,,,,,9022,
,Отбойный молоток Parkside Германия,,"                                         Отбойный молоток - новый , исправный с регулятором оборотов . Комплектация на фото .  С большой ударной силой для работ по сносу и дроблению бетона, камня или каменной кладки  Держатель инструмента в соответствии с системой SDS-max  Переключатель - реверс .   Дизайн: противоскользящая ручка   Номинальная мощность: 2800 Вт  Ударная энергия: 40 джоулей  Скорость: 1400 мин  В комплекте: только отбойный молоток .  Вес молотка 11 кг .  Длина кабеля: 3 м                                                                            ",r,3700,,грн.,шт,,,,,"https://korvet-m.com.ua/image/cache/catalog/products/165/img0-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/165/img7-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/165/img6-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/165/img5-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/165/img4-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/165/img3-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/165/img2-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/165/img1-500x500.jpg",+,,,,,,,,,,,,,,,,,,https://korvet-m.com.ua/index.php?route=product/product&path=61_60_62&product_id=165&limit=100 ,,,,,,9023,
,Плазменный резак Parkside PPS 40 A1 из Германии !,,"                                         Плазморез Parkside , новый , комплектация на фото .   Прочное и мощное компактное устройство для точной и чистой резки материала толщиной до 12 мм.  Электронное управление, тихая и даже плазменная струя  Подходит для резки листовой стали, нержавеющей стали, алюминия, меди и железа  Бесступенчато регулируемый ток резки (от 15 до 40 А)  Высококачественный 2,5-метровый режущий кабель со сменными насадками для горелки  Заземляющий кабель (2 м) с прочным зажимом  2 м шланг сжатого воздуха с быстрым соединением  Защита от перегрузки тепловым монитором со световым индикатором  Заднее подключение сжатого воздуха, включая редуктор давления  Корпус из окрашенной листовой стали с эргономичной ручкой для переноски  Цвет: зеленый, красный, черный  Может использоваться только в сочетании с компрессором.   PARKSIDE Плазменный резак PPS 40 A1 LIDL  Прочный, мощный и компактный  Электронное управление, тихая и даже плазменная струя  Высококачественный режущий кабель 2,5 м со сменными насадками для горелки  Заземляющий кабель (2 м) с прочным зажимом  Заднее подключение сжатого воздуха, включая редуктор давления  Защита от перегрузки благодаря тепловому монитору с индикатором   Ток резки: 15 - 40А  Производительность резки: медь 1-4мм / нержавеющая сталь 1-8мм / алюминий 1-8мм / железо 1-10мм / листовая сталь 1-12мм  Рабочее давление: 4 - 4,5 бар  Номинальное напряжение: 230 В / 50 Гц  вес - около 5,2 кг   Принцип работы смотрите здесь https://youtu.be/N4Wh4_NG7VE                                                                            ",r,4500,,грн.,шт,,,,,"https://korvet-m.com.ua/image/cache/catalog/products/103/img0-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/103/img7-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/103/img6-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/103/img5-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/103/img4-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/103/img3-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/103/img2-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/103/img1-500x500.jpg",+,,,,,,,,,,,,,,,,,,https://korvet-m.com.ua/index.php?route=product/product&path=61_60_62&product_id=103&limit=100 ,,,,,,9023,
,"Реноватор , треугольная шлифовальная машина Parkside PDS 290",,"                                         Мультифункциональный инструмент с Германии. Новый, рабочий. Комплектация на фото кейса нету .  Характеристики с интернет-ресурса:  особенности:  Идеально подходит для небольших или труднодоступных мест  Легкая и быстрая смена шлифовального листа на липучке  Запатентованная круглая шлифовальная пластина без инструментов  Подходит для коммерческой треугольной наждачной бумаги (около 93 мм)  Эргономичная форма с противоскользящей мягкой накладкой  Устройство для наружного удаления пыли  Входящие в комплект аксессуары: 3 шлифовальных листа (около 60/80/120), адаптер для внешнего удаления пыли и 1 редуктор  Технические характеристики  Номинальная мощность: около 290 Вт  Медная обмотка двигателя переменного тока  Номинальная скорость: около 6000 - 11000 об / мин  Переменная частота вибрации: 12 000 - 22 000 об / мин  Размеры:  Дельта-шлифовальный станок: приблиз. Ш 302 x В 117 x Г 90 мм  Всасывающий адаптер: около 39 x 72 x 24,5 мм  Редуктор: приблизительно 35 x 31,6 x 36,5 мм  Наждачная бумага 120 К: прибл. 90 х Ш 87 мм  Наждачная бумага 80 К: прибл. 90 х Ш 87 мм  Наждачная бумага 60 К: прибл. 90 х Ш 87 мм  Длина кабеля: около 3 м  вес:  Дельта шлифовальный станок: около 1286 кг                                                                            ",r,800,,грн.,шт,,,,,"https://korvet-m.com.ua/image/cache/catalog/products/163/img0-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/163/img7-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/163/img6-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/163/img5-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/163/img4-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/163/img3-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/163/img2-500x500.jpg, https://korvet-m.com.ua/image/cache/catalog/products/163/img1-500x500.jpg",+,,,,,,,,,,,,,,,,,,https://korvet-m.com.ua/index.php?route=product/product&path=61_60_62&product_id=163&limit=100 ,,,,,,9023,
