100104703,Плита электрическая ПЭ47П,"<div class=""catalog_fulldesc"">
<div id=""news-id-1557"" style=""display:inline;"">Плита электрическая ПЭ47П<br/><br/>ОСНОВНЫЕ ХАРАКТЕРИСТИКИ ПЭ47П:<br/> <br/>- столешница и лицевая часть - нерж. сталь;<br/>- краш. подставка;<br/>- чугунные конфорки 300х300 мм;<br/>- все регуляторы расположены на передней панели;<br/>- мощность каждой конфорки 2,8 кВт;<br/>- разогрев до 480 °С за 25 мин;<br/>- аварийный терморегулятор от перегрева +324 °С;<br/>- регулируемые по высоте ножки.<br/> <br/>УПАКОВКА:<br/> <br/>Деревянная обрешетка, поддон. <br/> <br/>Допустима транспортировка в два яруса. <br/></div> </div>",r,20930,UAH,шт,http://www.mariholod.com/uploads/posts/2019-07/1562747970_pe47p.00.00.000-02-sb-ekonom.jpg,+,http://www.mariholod.com/catalog-new/teplo/plity-elektricheskie/1557-plita-elektricheskaya-pe47p.html,Плиты электрические,Наименование,,Плита электрическая ПЭ47П,"Номинальная потребляемая мощность, кВт",,"11,2* кВт","Частота тока, Гц",,50 Гц,"Размеры конфорки, мм",,(300±2)х(300±2) мм,"Потребляемая мощность конфорки, кВт",,"2,8 кВт","Длина, мм",,800 мм,"Ширина, мм",,700 мм,"Ширина с воздуховодом, мм",,760 мм,"Высота, мм",,860 мм,"Высота с воздуховодом, мм",,970 мм,"Нетто, не более кг",,80 кг,"Брутто, не более кг",,121 кг,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100104702,Плита электрическая ПЭ47Н-02,"<div class=""catalog_fulldesc"">
<div id=""news-id-1556"" style=""display:inline;"">Плита электрическая ПЭ47Н-02<br/><br/>ОСНОВНЫЕ ХАРАКТЕРИСТИКИ ПЭ47Н-02:<br/> <br/>- полностью из нерж. стали;<br/>- чугунные конфорки 300х300 мм;<br/>- все регуляторы расположены на передней панели;<br/>- мощность каждой конфорки 2,8 кВт;<br/>- разогрев до 480 °С за 25 мин;<br/>- аварийный терморегулятор от перегрева +324 °С;<br/>- регулируемые по высоте ножки.<br/> <br/>УПАКОВКА:<br/> <br/>Деревянная обрешетка, поддон. <br/> <br/>Допустима транспортировка в два яруса. <br/></div> </div>",r,20194,UAH,шт,http://www.mariholod.com/uploads/posts/2019-07/1562056222_pe47n.00.00.000-02-sb.jpg,+,http://www.mariholod.com/catalog-new/teplo/plity-elektricheskie/1556-plita-elektricheskaya-pe47n-02.html,Плиты электрические,Наименование,,Плита электрическая ПЭ47Н-02,"Номинальная потребляемая мощность, кВт",,"11,2* кВт","Частота тока, Гц",,50 Гц,"Размеры конфорки, мм",,(300±2)х(300±2) мм,"Потребляемая мощность конфорки, кВт",,"2,8 кВт","Длина, мм",,800 мм,"Ширина, мм",,700 мм,"Ширина с воздуховодом, мм",,760 мм,"Высота, мм",,370 мм,"Высота с воздуховодом, мм",,450 мм,"Нетто, не более кг",,62 кг,"Брутто, не более кг",,95 кг,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100104701,Плита электрическая ПЭ47Н,"<div class=""catalog_fulldesc"">
<div id=""news-id-1555"" style=""display:inline;"">Плита электрическая ПЭ47Н<br/><br/>ОСНОВНЫЕ ХАРАКТЕРИСТИКИ ПЭ47Н:<br/> <br/>- столешница и лицевая часть - нерж. сталь;<br/>- чугунные конфорки 300х300 мм;<br/>- все регуляторы расположены на передней панели;<br/>- мощность каждой конфорки 2,8 кВт;<br/>- разогрев до 480 °С за 25 мин;<br/>- аварийный терморегулятор от перегрева +324 °С;<br/>- регулируемые по высоте ножки.<br/> <br/>УПАКОВКА:<br/> <br/>Деревянная обрешетка, поддон. <br/> <br/>Допустима транспортировка в два яруса. <br/></div> </div>",r,17940,UAH,шт,http://www.mariholod.com/uploads/posts/2019-07/1562053574_pe47n.00.00.000-02-sb-ekonom.jpg,+,http://www.mariholod.com/catalog-new/teplo/plity-elektricheskie/1555-plita-elektricheskaya-pe47n.html,Плиты электрические,Наименование,,Плита электрическая ПЭ47Н,"Номинальная потребляемая мощность, кВт",,"11,2* кВт","Частота тока, Гц",,50 Гц,"Размеры конфорки, мм",,(300±2)х(300±2) мм,"Потребляемая мощность конфорки, кВт",,"2,8 кВт","Длина, мм",,800 мм,"Ширина, мм",,700 мм,"Высота, мм",,370 мм,"Нетто, не более кг",,60 кг,"Брутто, не более кг",,93 кг,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100102902,Плита электрическая ПЭ29П,"<div class=""catalog_fulldesc"">
<div id=""news-id-1474"" style=""display:inline;"">ПЛИТА ЭЛЕКТРИЧЕСКАЯ ПЭ29П<br/><br/>ОСНОВНЫЕ ХАРАКТЕРИСТИКИ ПЭ29П:<br/> <br/>- столешница и лицевая часть - нерж. сталь;<br/>- чугунные конфорки 295х417 мм;<br/>- все регуляторы расположены на передней панели;<br/>- мощность каждой конфорки 3,0 кВт;<br/>- разогрев до 480 °С за 30 мин;<br/>- регулируемые по высоте ножки.<br/> <br/>ДОПОЛНИТЕЛЬНЫЕ ОПЦИИ:<br/><br/>- комплект воздуховода ВПЭ, нерж.<br/>- Комплект боковых столешниц, нерж.<br/> <br/>УПАКОВКА:<br/> <br/>- Деревянная обрешетка, поддон. <br/> <br/>Допустима транспортировка в два яруса.<br/></div> </div>",r,13332,UAH,шт,http://www.mariholod.com/uploads/posts/2018-11/1542872383_pe-29-p.jpg,+,http://www.mariholod.com/catalog-new/teplo/plity-elektricheskie/1474-plita-elektricheskaya-pe29p.html,Плиты электрические,Наименование,,Плита электрическая ПЭ29П,"Номинальная потребляемая мощность, кВт",,6 кВт,"Частота тока, Гц",,50 Гц,"Размеры конфорки, мм",,417х295 мм,"Потребляемая мощность конфорки, кВт",,3 кВт,"Допустимая нагрузка на одну конфорку, кг",,40 кг,"Длина, мм",,550 мм,"Длина с боковыми столешницами, мм",,760 мм,"Ширина, мм",,900 мм,"Ширина с воздуховодом, мм",,900 мм,"Высота, мм",,860 мм,"Высота с воздуховодом, мм",,930 мм,"Нетто, не более кг",,82 кг,"Брутто, не более кг",,- кг,,,,,,,,,,,,,,,,,,,,,,,,,,,
100102901,Плита электрическая ПЭ29Ж,"<div class=""catalog_fulldesc"">
<div id=""news-id-1478"" style=""display:inline;"">Плита электрическая ПЭ29Ж<br/><br/>ОСНОВНЫЕ ХАРАКТЕРИСТИКИ ПЭ29Ж:<br/> <br/>- столешница и лицевая часть - нерж. сталь;<br/>- чугунные конфорки 295х417 мм:<br/>- все регуляторы расположены на передней панели;<br/>- мощность каждой конфорки 3,0 кВт;<br/>- разогрев до 480 °С за 30 мин;<br/>- внутренние размеры жарочного шкафа - 329х595х290 мм;<br/>- материал изготовления жарочного шкафа - углеродистая сталь;<br/>- в комплекте противни 325х530х20 мм– 1шт, 325х530х40мм – 1 шт (GN 1/1) угл .сталь;<br/>- диапазон регулирования температуры жарочного шкафа +20...+270 °С;<br/>- аварийный терморегулятор от перегрева +324 °С;<br/>- раздельная регулировка мощности верхних и нижних ТЭНов;<br/>- регулируемые по высоте ножки.<br/> <br/>ДОПОЛНИТЕЛЬНЫЕ ОПЦИИ:<br/> <br/>комплект воздуховода ВПЭ, нерж.<br/>Комплект боковых столешниц, нерж.<br/> <br/>УПАКОВКА:<br/> <br/>Деревянная обрешетка, поддон. <br/> <br/>Допустима транспортировка в два яруса. <br/></div> </div>",r,21004,UAH,шт,http://www.mariholod.com/uploads/posts/2018-11/1542875549_pe-29-zh.jpg,+,http://www.mariholod.com/catalog-new/teplo/plity-elektricheskie/1478-plita-elektricheskaya-pe29zh.html,Плиты электрические,Наименование,,Плита электрическая ПЭ29Ж,Внутренние размеры камеры (ДхГхВ) мм,,329х595х290 мм,"Диапазон регулирования температуры жарочного шкафа, Со",,(20:270)+-10 Со,"Номинальная потребляемая мощность, кВт",,"9,2 кВт","Частота тока, Гц",,50 Гц,"Размеры конфорки, мм",,417х295 мм,"Потребляемая мощность конфорки, кВт",,3 кВт,"Номинальная потребляемая мощность ТЭН-в жарочного шкафа, кВт",,"3,2 кВт","Температура срабатывания термовыключателя, Co",,324 Co,"Допустимая нагрузка на одну конфорку, кг",,40 кг,"Длина, мм",,550 мм,"Длина с боковыми столешницами, мм",,760 мм,"Ширина, мм",,850 мм,"Ширина с воздуховодом, мм",,900 мм,"Ширина с ручкой и воздуховодом, мм",,980 мм,"Высота, мм",,860 мм,"Высота с воздуховодом, мм",,930 мм,"Нетто, не более кг",,110 кг,"Брутто, не более кг",,145 кг,,,,,,,,,,,,
100102702,Плита электрическая ПЭ27Н-02,"<div class=""catalog_fulldesc"">
<div id=""news-id-1554"" style=""display:inline;"">Плита электрическая ПЭ27Н-02<br/><br/>ОСНОВНЫЕ ХАРАКТЕРИСТИКИ ПЭ27Н-02:<br/> <br/>- полностью из нерж. стали;<br/>- чугунные конфорки 300х300 мм;<br/>- все регуляторы расположены на передней панели;<br/>- мощность каждой конфорки 2,8 кВт;<br/>- разогрев до 480 °С за 25 мин;<br/>- аварийный терморегулятор от перегрева +324 °С;<br/>- регулируемые по высоте ножки.<br/> <br/>УПАКОВКА:<br/> <br/>Деревянная обрешетка, поддон. <br/> <br/>Допустима транспортировка в два яруса. <br/></div> </div>",r,11960,UAH,шт,http://www.mariholod.com/uploads/posts/2019-07/1562055837_pe27n.00.00.000-02-sb.jpg,+,http://www.mariholod.com/catalog-new/teplo/plity-elektricheskie/1554-plita-elektricheskaya-pe27n-02.html,Плиты электрические,Наименование,,Плита электрическая ПЭ27Н-02,"Номинальная потребляемая мощность, кВт",,"5,6* кВт","Частота тока, Гц",,50 Гц,"Размеры конфорки, мм",,(300±2)х(300±2) мм,"Потребляемая мощность конфорки, кВт",,"2,8 кВт","Длина, мм",,400 мм,"Ширина, мм",,700 мм,"Ширина с воздуховодом, мм",,760 мм,"Высота, мм",,370 мм,"Высота с воздуховодом, мм",,450 мм,"Нетто, не более кг",,35 кг,"Брутто, не более кг",,"58,5 кг",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100102701,Плита электрическая ПЭ27Н,"<div class=""catalog_fulldesc"">
<div id=""news-id-1553"" style=""display:inline;"">Плита электрическая ПЭ27Н<br/><br/>ОСНОВНЫЕ ХАРАКТЕРИСТИКИ ПЭ27Н:<br/> <br/>- столешница и лицевая часть - нерж. сталь;<br/>- чугунные конфорки 300х300 мм;<br/>- все регуляторы расположены на передней панели;<br/>- мощность каждой конфорки 2,8 кВт;<br/>- разогрев до 480 °С за 25 мин;<br/>- аварийный терморегулятор от перегрева +324 °С;<br/>- регулируемые по высоте ножки.<br/> <br/>УПАКОВКА:<br/> <br/>Деревянная обрешетка, поддон. <br/> <br/>Допустима транспортировка в два яруса. <br/></div> </div>",r,11040,UAH,шт,http://www.mariholod.com/uploads/posts/2019-07/1562052772_pe27n.00.00.000-02-sb-ekonom.jpg,+,http://www.mariholod.com/catalog-new/teplo/plity-elektricheskie/1553-plita-elektricheskaya-pe27n.html,Плиты электрические,Наименование,,Плита электрическая ПЭ27Н,"Номинальная потребляемая мощность, кВт",,"5,6* кВт","Частота тока, Гц",,50 Гц,"Размеры конфорки, мм",,(300±2)х(300±2) мм,"Потребляемая мощность конфорки, кВт",,"2,8 кВт","Длина, мм",,400 мм,"Ширина, мм",,700 мм,"Высота, мм",,370 мм,"Нетто, не более кг",,34 кг,"Брутто, не более кг",,"57,5 кг",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694514.001-01,Защита сканера 400,"<div class=""catalog_fulldesc"">
<div id=""news-id-1281"" style=""display:inline;""><br/><br/>Изделия предназначены для установки на кассовые боксы КБ-1,5-1Н и КБ-1,9-2Н.<br/><br/>Защита сканера изготавливается из прочного прозрачного органического стекла t=6 мм. <br/><br/>Верхняя часть защиты сканера выполнена таким образом, что её можно использовать как лоток для сдачи.<br/><br/>Установка и крепление защиты сканера на кассовый бокс производится согласно инструкции по сборке с помощью шаблона для разметки отверстий, который поставляется вместе с защитой сканера.</div> </div>",r,1306,UAH,шт,http://www.mariholod.com/uploads/posts/2016-11/1479372829_zaschita-skana-kartinka.jpg,+,http://www.mariholod.com/catalog-new/kbox/1281-zaschita-skanera-400.html,Прилавки и кассовые боксы,Наименование,,Защита сканера 400,"Нагрузка на стол, кг",,-,Габариты без упаковки (ДхГхВ),,400х100х300,Габариты в упаковке (ДхГхВ),,-х-х-,"Нетто, не более кг",,"1,3","Брутто, не более кг",,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.331.130-01,Прилавок неохлаждаемый Veneto (нерж.),"<div class=""catalog_fulldesc"">
<div id=""news-id-735"" style=""display:inline;"">Прилавок неохлаждаемый Veneto (нерж.)</div> </div>",r,17477,UAH,шт,http://www.mariholod.com/uploads/posts/2014-05/1399372960_veneto-prilavok-neohlazhdaemyy-nerzhaveyka.jpg,+,http://www.mariholod.com/catalog-new/kbox/735-prilavok-neohlazhdaemyy-veneto-nerzh.html,Прилавки и кассовые боксы,Наименование,,Прилавок неохлаждаемый Veneto (нерж.),"Нагрузка на стол, кг",,20,Габариты без упаковки (ДхГхВ),,950х740х865,Габариты в упаковке (ДхГхВ),,1065х832х977,"Нетто, не более кг",,70,"Брутто, не более кг",,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.331.130,Прилавок неохлаждаемый Veneto (краш.),"<div class=""catalog_fulldesc"">
<div id=""news-id-734"" style=""display:inline;"">Прилавок неохлаждаемый Veneto</div> </div>",r,12024,UAH,шт,http://www.mariholod.com/uploads/posts/2014-05/1399546148_veneto-prilavok-neohlazhdaemyy.jpg,+,http://www.mariholod.com/catalog-new/kbox/734-prilavok-neohlazhdaemyy-veneto-krash.html,Прилавки и кассовые боксы,Наименование,,Прилавок неохлаждаемый Veneto (краш.),"Нагрузка на стол, кг",,20,Габариты без упаковки (ДхГхВ),,950х740х865,Габариты в упаковке (ДхГхВ),,1065х832х977,"Нетто, не более кг",,70,"Брутто, не более кг",,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.331.050-16-К,Прилавок Илеть 600 расчетно-кассовый неохлаждаемый,"<div class=""catalog_fulldesc"">
<div id=""news-id-1221"" style=""display:inline;"">Прилавок Илеть расчетно-кассовый неохлаждаемый производства ""Марихолодмаш"" (МХМ) имеет следующие особенности и технические характеристики:<br/><br/>Прилавок расчетно-кассовый неохлаждаемый  предназначен для работы продавца с покупателями; наличие полочки у прилавка облегчает покупателю с сумками процесс покупки. Прилавки выполнены в едином стиле с холодильными витринами «Илеть». Незаменимая часть торгового оборудования в магазинах и предприятиях торговли</div> </div>",r,7000,UAH,шт,http://www.mariholod.com/uploads/posts/2014-09/1410952549_ilet-p.jpg,+,http://www.mariholod.com/catalog-new/kbox/1221-prilavok-ilet-600-raschetno-kassovyy-neohlazhdaemyy.html,Прилавки и кассовые боксы,Наименование,,Прилавок Илеть 600 расчетно-кассовый неохлаждаемый,Цвета,,"


",Габариты без упаковки (ДхГхВ),,600х1100х870,Габариты в упаковке (ДхГхВ),,-х-х-,"Нетто, не более кг",,-,"Брутто, не более кг",,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.331.050-15-К,Прилавок Илеть 700 расчетно-кассовый неохлаждаемый,"<div class=""catalog_fulldesc"">
<div id=""news-id-1220"" style=""display:inline;"">Прилавок Илеть расчетно-кассовый неохлаждаемый производства ""Марихолодмаш"" (МХМ) имеет следующие особенности и технические характеристики:<br/><br/>Прилавок расчетно-кассовый неохлаждаемый  предназначен для работы продавца с покупателями; наличие полочки у прилавка облегчает покупателю с сумками процесс покупки. Прилавки выполнены в едином стиле с холодильными витринами «Илеть». Незаменимая часть торгового оборудования в магазинах и предприятиях торговли</div> </div>",r,7198,UAH,шт,http://www.mariholod.com/uploads/posts/2014-09/1410952549_ilet-p.jpg,+,http://www.mariholod.com/catalog-new/kbox/1220-prilavok-ilet-raschetno-kassovyy-neohlazhdaemyy.html,Прилавки и кассовые боксы,Наименование,,Прилавок Илеть 700 расчетно-кассовый неохлаждаемый,Цвета,,"


","Нагрузка на стол, кг",,50,Габариты без упаковки (ДхГхВ),,700х1100х870,Габариты в упаковке (ДхГхВ),,-х-х-,"Нетто, не более кг",,-,"Брутто, не более кг",,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.331.050-14,Прилавок Таир УН расчетно-кассовый неохлаждаемый,"<div class=""catalog_fulldesc"">
<div id=""news-id-1127"" style=""display:inline;"">Прилавок Таир УН расчетно-кассовый неохлаждаемый производства ""Марихолодмаш"" (МХМ) имеет следующие особенности и технические характеристики:<br/><br/>Прилавок расчетно-кассовый неохлаждаемый  предназначен для работы продавца с покупателями. Внутри прилавка имеется полка. Прилавки выполнены в едином стиле с холодильными витринами «Таир». Незаменимая часть торгового оборудования в магазинах и предприятиях торговли.</div> </div>",r,7748,UAH,шт,http://www.mariholod.com/uploads/posts/2015-06/1433494708_prilavok-tair-un.jpg,+,http://www.mariholod.com/catalog-new/kbox/1127-prilavok-tair-un-raschetno-kassovyy-neohlazhdaemyy.html,Прилавки и кассовые боксы,Наименование,,Прилавок Таир УН расчетно-кассовый неохлаждаемый,"Нагрузка на стол, кг",,50,Габариты без упаковки (ДхГхВ),,1390х660х860,Габариты в упаковке (ДхГхВ),,1650х780х1037,"Нетто, не более кг",,55,"Брутто, не более кг",,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.331.050-13,Прилавок Таир УВ расчетно-кассовый неохлаждаемый,"<div class=""catalog_fulldesc"">
<div id=""news-id-1126"" style=""display:inline;"">Прилавок Таир УВ расчетно-кассовый неохлаждаемый производства ""Марихолодмаш"" (МХМ) имеет следующие особенности и технические характеристики:<br/><br/>Прилавок расчетно-кассовый неохлаждаемый  предназначен для работы продавца с покупателями; внутри прилавка имеется полка. Прилавки выполнены в едином стиле с холодильными витринами «Таир». Незаменимая часть торгового оборудования в магазинах и предприятиях торговли.</div> </div>",r,7552,UAH,шт,http://www.mariholod.com/uploads/posts/2015-06/1433493858_prilavok-tair-uv.jpg,+,http://www.mariholod.com/catalog-new/kbox/1126-prilavok-tair-uv-raschetno-kassovyy-neohlazhdaemyy.html,Прилавки и кассовые боксы,Наименование,,Прилавок Таир УВ расчетно-кассовый неохлаждаемый,"Нагрузка на стол, кг",,50,Габариты без упаковки (ДхГхВ),,1390х660х860,Габариты в упаковке (ДхГхВ),,1650х780х1037,"Нетто, не более кг",,50,"Брутто, не более кг",,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.331.050-12,Прилавок Илеть УН расчетно-кассовый неохлаждаемый,"<div class=""catalog_fulldesc"">
<div id=""news-id-1035"" style=""display:inline;"">Прилавок Илеть УН расчетно-кассовый неохлаждаемый производства ""Марихолодмаш"" (МХМ) имеет следующие особенности и технические характеристики:<br/><br/>Прилавок расчетно-кассовый неохлаждаемый предназначен для работы продавца с покупателями; наличие полочки у прилавка облегчает покупателю с сумками процесс покупки. Прилавки выполнены в едином стиле с холодильными витринами «Илеть new». Незаменимая часть торгового оборудования в магазинах и предприятиях торговли.</div> </div>",r,10262,UAH,шт,http://www.mariholod.com/uploads/posts/2014-09/1410955533_ilet-p-un.jpg,+,http://www.mariholod.com/catalog-new/kbox/1035-prilavok-ilet-un-raschetno-kassovyy-neohlazhdaemyy.html,Прилавки и кассовые боксы,Наименование,,Прилавок Илеть УН расчетно-кассовый неохлаждаемый,Цвета,,"


","Нагрузка на стол, кг",,50,Габариты без упаковки (ДхГхВ),,2060х800х900,Габариты в упаковке (ДхГхВ),,2250х1080х1037,"Нетто, не более кг",,60,"Брутто, не более кг",,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.331.050-11,Прилавок Илеть УВ расчетно-кассовый неохлаждаемый,"<div class=""catalog_fulldesc"">
<div id=""news-id-1036"" style=""display:inline;"">Прилавок Илеть УВ расчетно-кассовый неохлаждаемый производства ""Марихолодмаш"" (МХМ) имеет следующие особенности и технические характеристики:<br/><br/>Прилавок расчетно-кассовый неохлаждаемый  предназначен для работы продавца с покупателями; наличие полочки у прилавка облегчает покупателю с сумками процесс покупки. Прилавки выполнены в едином стиле с холодильными витринами «Илеть». Незаменимая часть торгового оборудования в магазинах и предприятиях торговли.</div> </div>",r,10666,UAH,шт,http://www.mariholod.com/uploads/posts/2014-09/1411019955_ilet-p-uv-norm.jpg,+,http://www.mariholod.com/catalog-new/kbox/1036-prilavok-ilet-uv-raschetno-kassovyy-neohlazhdaemyy.html,Прилавки и кассовые боксы,Наименование,,Прилавок Илеть УВ расчетно-кассовый неохлаждаемый,Цвета,,"


","Нагрузка на стол, кг",,50,Габариты без упаковки (ДхГхВ),,2110х950х900,Габариты в упаковке (ДхГхВ),,2250х1080х1037,"Нетто, не более кг",,77,"Брутто, не более кг",,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.331.050-10-КМ,Прилавок Таир расчетно-кассовый неохлаждаемый,"<div class=""catalog_fulldesc"">
<div id=""news-id-685"" style=""display:inline;"">Прилавок Таир расчетно-кассовый неохлаждаемый производства ""Марихолодмаш"" (МХМ) имеет следующие особенности и технические характеристики:<br/><br/>Расчетно-кассовый прилавок предназначен для работы продавца с покупателями; наличие полочки у прилавка облегчает покупателю с сумками процесс покупки. Прилавки выполнены в едином стиле с холодильными витринами «Таир». Незаменимая часть торгового оборудования в магазинах и предприятиях торговли.</div> </div>",r,7206,UAH,шт,http://www.mariholod.com/uploads/posts/2014-08/1409027734_tair-p.jpg,+,http://www.mariholod.com/catalog-new/kbox/685-neohlazhdaemyy-prilavok-tair.html,Прилавки и кассовые боксы,Наименование,,Прилавок Таир расчетно-кассовый неохлаждаемый,Цвета,,"


","Нагрузка на стол, кг",,50,Габариты без упаковки (ДхГхВ),,930х850х880,Габариты в упаковке (ДхГхВ),,1080х1200х1040,"Нетто, не более кг",,40,"Брутто, не более кг",,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.331.050-09-К,Прилавок Нова расчетно-кассовый неохлаждаемый,"<div class=""catalog_fulldesc"">
<div id=""news-id-684"" style=""display:inline;""><br/>Прилавок Нова расчетно-кассовый неохлаждаемый производства ""Марихолодмаш"" (МХМ) имеет следующие особенности и технические характеристики:<br/><br/>Прилавок расчетно-кассовый неохлаждаемый предназначен для работы продавца с покупателями; наличие полочки у прилавка облегчает покупателю с сумками процесс покупки. Прилавки выполнены в едином стиле с холодильными витринами «Нова». Незаменимая часть торгового оборудования в магазинах и предприятиях торговли.</div> </div>",r,3139,UAH,шт,http://www.mariholod.com/uploads/posts/2014-08/1409027821_nova-p.jpg,+,http://www.mariholod.com/catalog-new/kbox/684-neohlazhdaemyy-prilavok-nova.html,Прилавки и кассовые боксы,Наименование,,Прилавок Нова расчетно-кассовый неохлаждаемый,Цвета,,"


","Нагрузка на стол, кг",,30,Габариты без упаковки (ДхГхВ),,600х715х870,Габариты в упаковке (ДхГхВ),,830х530х170,"Нетто, не более кг",,25,"Брутто, не более кг",,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.331.050-08,Прилавок Илеть расчетно-кассовый неохлаждаемый,"<div class=""catalog_fulldesc"">
<div id=""news-id-683"" style=""display:inline;"">Прилавок Илеть расчетно-кассовый неохлаждаемый производства ""Марихолодмаш"" (МХМ) имеет следующие особенности и технические характеристики:<br/><br/>Прилавок расчетно-кассовый неохлаждаемый  предназначен для работы продавца с покупателями; наличие полочки у прилавка облегчает покупателю с сумками процесс покупки. Прилавки выполнены в едином стиле с холодильными витринами «Илеть». Незаменимая часть торгового оборудования в магазинах и предприятиях торговли</div> </div>",r,9683,UAH,шт,http://www.mariholod.com/uploads/posts/2014-09/1410952549_ilet-p.jpg,+,http://www.mariholod.com/catalog-new/kbox/683-neohlazhdaemyy-prilavok-ilet.html,Прилавки и кассовые боксы,Наименование,,Прилавок Илеть расчетно-кассовый неохлаждаемый,Цвета,,"


","Нагрузка на стол, кг",,50,Габариты без упаковки (ДхГхВ),,940х1100х870,Габариты в упаковке (ДхГхВ),,1080х1260х1040,"Нетто, не более кг",,60,"Брутто, не более кг",,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.330.060-К,"Кассовый бокс КБ-1,9-2Н двойной накопитель (красный)","<div class=""catalog_fulldesc"">
<div id=""news-id-1033"" style=""display:inline;"">Кассовый бокс выполнен с цельнометаллическим накопителем из нержавеющей стали. Защитно-декоративное покрытие тумб и передней панели выполнено порошковой эпоксидно-полиэфирной краской.<br/><br/><br/>Универсальная сборка позволяет собирать бокс в разных направлениях (левый, правый). При необходимости стол можно развернуть на 180° при любом направлении прилавка.<br/><br/><br/>Принимаются заказы на изготовление кассовых боксов в нестандартном цвете.</div> </div>",r,9224,UAH,шт,http://www.mariholod.com/uploads/posts/2014-09/1410952149_kb-19-1.jpg,+,http://www.mariholod.com/catalog-new/kbox/1033-kassovyy-boks-kb-19-2n-dvoynoy-nakopitel.html,Прилавки и кассовые боксы,Наименование,,"Кассовый бокс КБ-1,9-2Н двойной накопитель (красный)","Нагрузка на стол, кг",,50,Габариты без упаковки (ДхГхВ),,1930х965х875,Габариты в упаковке (ДхГхВ),,1480х1180х990,"Нетто, не более кг",,78,"Брутто, не более кг",,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.330.060,"Кассовый бокс КБ-1,9-2Н двойной накопитель (синий)","<div class=""catalog_fulldesc"">
<div id=""news-id-621"" style=""display:inline;"">
Кассовый бокс выполнен с цельнометаллическим накопителем из нержавеющей стали. Защитно-декоративное покрытие тумб и передней панели выполнено порошковой эпоксидно-полиэфирной краской.<br/><br/>
Универсальная сборка позволяет собирать бокс в разных направлениях (левый, правый). При необходимости стол можно развернуть на 180° при любом направлении прилавка.<br/><br/>
Принимаются заказы на изготовление кассовых боксов в нестандартном цвете.</div> </div>",r,9224,UAH,шт,http://www.mariholod.com/uploads/posts/2014-08/1409312372_kb-19-1.jpg,+,http://www.mariholod.com/catalog-new/kbox/621-kassovyy-boks-ekonom-klassa-kb-19-2n.html,Прилавки и кассовые боксы,Наименование,,"Кассовый бокс КБ-1,9-2Н двойной накопитель (синий)","Нагрузка на стол, кг",,50,Габариты без упаковки (ДхГхВ),,1930х965х875,Габариты в упаковке (ДхГхВ),,1480х1180х990,"Нетто, не более кг",,78,"Брутто, не более кг",,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
